	Spearman	pvalue
SNAPC1	-0.0232	0.8102
SNAPC2	0.3836	0.0
SNAPC3	-0.1451	0.1304
SNAPC4	-0.0692	0.4723
SNAPC5	0.3448	0.0002
SNAPIN	0.378	0.0
SNCA	0.3479	0.0002
SNCAIP	0.5356	0.0
SNCG	0.5608	0.0
SND1	0.0444	0.645
SNED1	0.3652	0.0001
SNF8	0.4599	0.0
SNHG1	-0.4427	0.0
SNHG10	-0.3564	0.0001
SNHG11	-0.0859	0.3722
SNHG12	-0.0009	0.9923
SNHG14	-0.641	0.0
SNHG15	0.0432	0.6544
SNHG16	-0.2306	0.0153
SNHG17	0.0405	0.6747
SNHG18	0.2579	0.0065
SNHG19	-0.2144	0.0245
SNHG20	-0.264	0.0053
SNHG21	-0.1515	0.1142
SNHG22	-0.0019	0.984
SNHG3	-0.1401	0.1443
SNHG4	-0.4009	0.0
SNHG5	-0.1212	0.2071
SNHG6	0.047	0.6257
SNHG7	0.0118	0.9027
SNHG8	-0.206	0.0309
SNHG9	0.1218	0.2048
SNIP1	-0.2966	0.0017
SNN	0.3965	0.0
SNORA33	-0.0403	0.6759
SNORA65	0.0745	0.4394
SNORA73B	-0.1094	0.2552
SNORD104	0.1182	0.2187
SNORD14A	0.0656	0.4962
SNPH	0.2395	0.0117
SNRK	0.1419	0.1393
SNRNP200	-0.5222	0.0
SNRNP25	0.2448	0.01
SNRNP27	0.0634	0.5102
SNRNP35	0.2115	0.0266
SNRNP40	0.116	0.2274
SNRNP48	-0.6306	0.0
SNRNP70	-0.0644	0.5037
SNRPA	-0.012	0.9013
SNRPA1	-0.0879	0.3609
SNRPB	0.184	0.0543
SNRPB2	0.0534	0.5795
SNRPC	0.2165	0.0231
SNRPD1	-0.0075	0.9383
SNRPD2	0.0598	0.5346
SNRPD3	-0.1855	0.0524
SNRPE	-0.0529	0.5828
SNRPEP2	0.0488	0.6128
SNRPEP4	-0.0996	0.3004
SNRPF	0.1388	0.148
SNRPG	0.3463	0.0002
SNRPGP15	-0.1276	0.1841
SNRPGP2	0.3162	0.0008
SNRPN	-0.051	0.5964
SNTA1	0.3617	0.0001
SNTB1	-0.146	0.128
SNTB2	0.1114	0.2467
SNUPN	0.2542	0.0074
SNW1	0.0393	0.6832
SNX1	0.0087	0.9281
SNX10	0.4235	0.0
SNX11	0.4624	0.0
SNX12	-0.0198	0.8371
SNX13	-0.2843	0.0026
SNX14	-0.0093	0.9235
SNX15	-0.0206	0.8305
SNX16	0.0114	0.9061
SNX17	0.4971	0.0
SNX18	-0.0896	0.3517
SNX19	0.1458	0.1285
SNX2	0.2824	0.0028
SNX20	0.7553	0.0
SNX21	0.4369	0.0
SNX22	-0.1103	0.2513
SNX24	0.5185	0.0
SNX25	-0.3915	0.0
SNX25P1	0.0492	0.6096
SNX27	-0.116	0.2273
SNX29	0.306	0.0012
SNX3	0.3396	0.0003
SNX30	-0.4139	0.0
SNX32	-0.067	0.4867
SNX33	0.3206	0.0006
SNX4	-0.4458	0.0
SNX5	0.2107	0.0272
SNX6	0.2392	0.0119
SNX7	0.0293	0.7614
SNX8	0.4587	0.0
SNX9	0.3631	0.0001
SOAT1	0.4258	0.0
SOBP	0.2148	0.0242
SOCS1	0.536	0.0
SOCS2	0.0067	0.9449
SOCS2-AS1	-0.2356	0.0132
SOCS3	0.2338	0.014
SOCS4	0.0513	0.5942
SOCS5	-0.197	0.0391
SOCS6	-0.5129	0.0
SOCS7	-0.62	0.0
SOD1	0.3279	0.0005
SOD2	0.277	0.0034
SOD3	0.4656	0.0
SOGA1	-0.2794	0.0031
SON	-0.4541	0.0
SORBS1	0.2093	0.0282
SORBS2	-0.2408	0.0113
SORBS3	0.5435	0.0
SORCS1	0.0037	0.9693
SORCS2	0.1975	0.0386
SORD	-0.2377	0.0124
SORD2P	-0.2195	0.0212
SORL1	-0.4625	0.0
SORT1	0.0825	0.3916
SOS1	-0.0337	0.7271
SOS1-IT1	0.0675	0.4837
SOS2	-0.3542	0.0001
SOSTDC1	-0.1979	0.0382
SOWAHA	-0.155	0.106
SOWAHB	-0.2561	0.0069
SOWAHC	-0.4673	0.0
SOWAHD	0.446	0.0
SOX11	-0.0506	0.5994
SOX12	-0.0918	0.3401
SOX13	0.0174	0.8571
SOX15	-0.2332	0.0142
SOX17	0.3316	0.0004
SOX18	0.4667	0.0
SOX2-OT	-0.5461	0.0
SOX4	-0.345	0.0002
SOX5	0.0622	0.5183
SOX6	-0.0007	0.9943
SOX7	0.2355	0.0133
SOX8	-0.1305	0.1742
SOX9	-0.3417	0.0003
SOX9-AS1	-0.4736	0.0
SP1	-0.5182	0.0
SP100	0.2812	0.0029
SP110	0.0718	0.4562
SP140	0.2703	0.0043
SP140L	0.3046	0.0012
SP2	-0.3426	0.0002
SP2-AS1	-0.1059	0.271
SP3	-0.5188	0.0
SP4	-0.6468	0.0
SP6	-0.1283	0.1818
SPA17	-0.1293	0.1781
SPACA6P	0.3657	0.0001
SPAG1	-0.1407	0.1426
SPAG16	-0.2317	0.0149
SPAG17	0.2541	0.0074
SPAG4	0.0531	0.582
SPAG5	0.0505	0.6003
SPAG5-AS1	-0.0081	0.933
SPAG7	0.2893	0.0022
SPAG8	-0.1554	0.1049
SPAG9	0.0382	0.692
SPARC	0.5065	0.0
SPARCL1	0.3112	0.0009
SPAST	-0.2724	0.004
SPATA1	-0.1648	0.0853
SPATA13	-0.421	0.0
SPATA17	-0.3	0.0015
SPATA18	-0.3658	0.0001
SPATA2	-0.178	0.0628
SPATA20	0.1515	0.1141
SPATA24	-0.2328	0.0144
SPATA25	-0.2751	0.0036
SPATA2L	0.078	0.4182
SPATA33	0.0083	0.9314
SPATA41	0.0852	0.3764
SPATA5	-0.4204	0.0
SPATA5L1	-0.3601	0.0001
SPATA6	-0.5953	0.0
SPATA6L	-0.3618	0.0001
SPATA7	-0.202	0.0343
SPATA9	0.2867	0.0024
SPATC1L	-0.0651	0.4992
SPATS2	-0.4209	0.0
SPATS2L	0.4496	0.0
SPC24	0.3833	0.0
SPC25	-0.0076	0.9371
SPCS1	0.0972	0.3122
SPCS2	0.0971	0.3127
SPCS2P4	0.1212	0.2073
SPCS3	-0.036	0.7087
SPDEF	-0.2414	0.0111
SPDL1	-0.3787	0.0
SPDYA	-0.3013	0.0014
SPDYE3	0.0013	0.9891
SPDYE5	-0.2277	0.0167
SPDYE6	-0.0172	0.8587
SPECC1	0.5355	0.0
SPECC1L	0.2716	0.0041
SPEF1	-0.0845	0.3799
SPEF2	-0.6236	0.0
SPEG	-0.1214	0.2064
SPEN	-0.3341	0.0004
SPESP1	-0.1457	0.1289
SPG11	-0.5242	0.0
SPG20	0.0117	0.9037
SPG21	0.2941	0.0018
SPG7	0.0946	0.3255
SPHK1	0.2318	0.0148
SPHK2	0.172	0.0723
SPI1	1.0	0.0
SPIB	0.221	0.0204
SPICE1	-0.5747	0.0
SPIDR	-0.0679	0.4808
SPIN1	-0.5176	0.0
SPIN2B	0.3641	0.0001
SPIN3	-0.5298	0.0
SPIN4	-0.431	0.0
SPINK5	-0.0481	0.6179
SPINK8	-0.2046	0.0321
SPINT1	-0.157	0.1013
SPINT2	-0.1589	0.0972
SPIRE1	-0.1067	0.2672
SPIRE2	-0.3048	0.0012
SPN	0.4831	0.0
SPNS1	0.024	0.8038
SPNS2	0.6312	0.0
SPNS3	0.2112	0.0267
SPOCD1	0.5817	0.0
SPOCK1	0.3839	0.0
SPOCK2	0.3467	0.0002
SPON1	0.0656	0.496
SPON2	0.5126	0.0
SPOP	0.1054	0.2733
SPOPL	-0.4931	0.0
SPP1	0.4397	0.0
SPPL2A	0.14	0.1445
SPPL2B	0.1246	0.1945
SPPL3	-0.0217	0.8219
SPR	0.2752	0.0036
SPRED1	-0.2446	0.01
SPRED2	-0.3785	0.0
SPRED3	-0.1586	0.098
SPRN	0.0576	0.5498
SPRTN	-0.4019	0.0
SPRY1	0.1565	0.1025
SPRY2	-0.1606	0.0937
SPRY3	0.0828	0.3898
SPRY4	0.19	0.0469
SPRYD3	0.533	0.0
SPRYD4	-0.4501	0.0
SPRYD7	-0.1508	0.1157
SPSB1	0.3999	0.0
SPSB2	0.1662	0.0826
SPSB3	0.1862	0.0515
SPSB4	0.4363	0.0
SPTAN1	0.4232	0.0
SPTB	-0.0579	0.5478
SPTBN1	0.2524	0.0078
SPTBN2	-0.2094	0.0282
SPTBN4	0.1593	0.0964
SPTBN5	-0.1925	0.0439
SPTLC1	-0.2444	0.0101
SPTLC2	0.0317	0.7423
SPTLC3	-0.4473	0.0
SPTSSA	-0.0533	0.58
SPTSSB	-0.1595	0.096
SPTY2D1	-0.4858	0.0
SPTY2D1-AS1	-0.285	0.0025
SQLE	-0.3216	0.0006
SQRDL	0.4711	0.0
SQSTM1	0.4597	0.0
SRA1	0.4342	0.0
SRBD1	-0.2318	0.0148
SRC	0.0596	0.5363
SRCAP	-0.2213	0.0202
SRCIN1	-0.3147	0.0008
SRD5A1	-0.3224	0.0006
SRD5A3	0.1866	0.0509
SRD5A3-AS1	0.2022	0.0342
SREBF1	-0.0413	0.6685
SREBF2	-0.3282	0.0005
SREK1	-0.4862	0.0
SREK1IP1	-0.0414	0.6679
SRF	-0.0222	0.8175
SRFBP1	-0.4376	0.0
SRGAP1	-0.0238	0.8048
SRGAP2	0.6042	0.0
SRGAP2B	0.2651	0.0051
SRGAP2C	0.2566	0.0068
SRGAP3	-0.5252	0.0
SRGN	0.5901	0.0
SRI	0.2715	0.0041
SRL	0.39	0.0
SRM	0.3387	0.0003
SRMS	-0.2599	0.0061
SRP14	0.3627	0.0001
SRP14-AS1	0.0154	0.8735
SRP19	0.1027	0.2858
SRP54	-0.1609	0.0932
SRP54-AS1	-0.3499	0.0002
SRP68	0.1057	0.2719
SRP72	-0.4174	0.0
SRP9	-0.0738	0.4437
SRPK1	-0.338	0.0003
SRPK2	-0.4193	0.0
SRPK3	-0.1795	0.0606
SRPR	0.387	0.0
SRPRB	0.2004	0.0358
SRPX	0.4483	0.0
SRPX2	0.5597	0.0
SRR	-0.2333	0.0142
SRRD	-0.1199	0.2121
SRRM1	-0.5548	0.0
SRRM2	-0.5242	0.0
SRRM2-AS1	-0.3239	0.0006
SRRM3	0.4028	0.0
SRRM5	-0.2621	0.0057
SRRT	0.0596	0.536
SRSF1	-0.1119	0.2443
SRSF10	-0.4178	0.0
SRSF11	-0.4548	0.0
SRSF12	-0.2862	0.0024
SRSF2	0.0883	0.3588
SRSF3	-0.1574	0.1006
SRSF4	0.2961	0.0017
SRSF5	-0.3915	0.0
SRSF6	-0.4999	0.0
SRSF7	-0.1718	0.0727
SRSF8	-0.3772	0.0
SRSF9	0.1609	0.0931
SRSF9P1	0.1153	0.2302
SRXN1	0.2931	0.0019
SS18	-0.3941	0.0
SS18L1	-0.6913	0.0
SS18L2	0.0768	0.4253
SSB	0.2956	0.0017
SSBP1	0.1644	0.0862
SSBP2	-0.429	0.0
SSBP3	0.1686	0.0783
SSBP3-AS1	-0.2077	0.0294
SSBP4	0.5318	0.0
SSC4D	0.3127	0.0009
SSC5D	0.5522	0.0
SSFA2	-0.0451	0.6396
SSH1	0.1425	0.1376
SSH2	0.2187	0.0217
SSH3	-0.06	0.5333
SSNA1	0.3212	0.0006
SSPN	-0.0077	0.9365
SSPO	-0.2682	0.0046
SSR1	0.029	0.7635
SSR2	-0.0052	0.9574
SSR3	-0.0712	0.4599
SSR4	0.2626	0.0056
SSR4P1	0.0934	0.3319
SSRP1	-0.1309	0.1728
SSSCA1	0.2927	0.0019
SSSCA1-AS1	-0.3446	0.0002
SSTR2	0.3105	0.001
SSU72	0.3307	0.0004
SSUH2	0.0893	0.3535
SSX2IP	-0.3926	0.0
ST13	-0.2648	0.0052
ST13P15	-0.2614	0.0058
ST13P5	-0.284	0.0026
ST14	0.0753	0.4341
ST20	0.0272	0.7776
ST20-AS1	0.154	0.1082
ST3GAL1	0.2576	0.0066
ST3GAL2	0.5917	0.0
ST3GAL3	0.3269	0.0005
ST3GAL4	0.6178	0.0
ST3GAL4-AS1	0.6146	0.0
ST3GAL5	0.4415	0.0
ST3GAL6	-0.0178	0.8532
ST5	-0.3164	0.0008
ST6GAL1	0.2838	0.0027
ST6GAL2	-0.4327	0.0
ST6GALNAC1	0.4526	0.0
ST6GALNAC2	-0.3893	0.0
ST6GALNAC3	0.2323	0.0146
ST6GALNAC4	0.5339	0.0
ST6GALNAC5	-0.1428	0.1366
ST6GALNAC6	0.447	0.0
ST7	0.2723	0.004
ST7-AS1	-0.3557	0.0001
ST7L	-0.2931	0.0019
ST8SIA1	-0.1718	0.0727
ST8SIA2	-0.4157	0.0
ST8SIA4	0.3799	0.0
ST8SIA6	-0.4568	0.0
ST8SIA6-AS1	-0.1934	0.043
STAB1	0.7789	0.0
STAB2	-0.1401	0.1444
STAC	0.0527	0.5843
STAC2	-0.0235	0.8074
STAC3	0.6322	0.0
STAG1	-0.2611	0.0059
STAG2	-0.6246	0.0
STAG3	-0.2593	0.0062
STAG3L1	-0.1539	0.1084
STAG3L2	-0.3453	0.0002
STAG3L3	-0.3859	0.0
STAG3L4	-0.1748	0.0678
STAG3L5P	-0.2427	0.0106
STAG3L5P-PVRIG2P-PILRB	-0.3986	0.0
STAM	-0.1379	0.1508
STAM-AS1	0.0455	0.6366
STAM2	-0.406	0.0
STAMBP	-0.5624	0.0
STAMBPL1	0.3286	0.0005
STAP1	0.2172	0.0227
STAP2	-0.0857	0.3735
STARD10	-0.1659	0.0833
STARD13	0.1614	0.092
STARD3	0.3758	0.0001
STARD3NL	0.2927	0.0019
STARD4	0.1154	0.2298
STARD4-AS1	-0.2493	0.0086
STARD5	0.1181	0.2191
STARD7	0.1296	0.1771
STARD7-AS1	0.0335	0.728
STARD8	0.4778	0.0
STARD9	0.1919	0.0446
STAT1	0.3696	0.0001
STAT2	0.2563	0.0069
STAT3	0.2863	0.0024
STAT4	-0.0218	0.8215
STAT5A	0.2616	0.0058
STAT5B	0.0275	0.7755
STAT6	0.4737	0.0
STAU1	-0.025	0.7957
STAU2	-0.0399	0.6787
STC1	0.1301	0.1756
STC2	-0.282	0.0028
STEAP1	0.3483	0.0002
STEAP1B	0.3978	0.0
STEAP2	-0.0369	0.7022
STEAP3	0.0	0.9997
STEAP4	0.3046	0.0012
STIL	-0.2993	0.0015
STIM1	0.2958	0.0017
STIM2	-0.3319	0.0004
STIP1	0.2807	0.003
STK10	0.7653	0.0
STK11	0.2454	0.0098
STK11IP	0.0434	0.6522
STK16	-0.0208	0.829
STK17A	-0.0652	0.4987
STK17B	0.0382	0.6918
STK19	0.1038	0.2805
STK24	-0.1777	0.0633
STK24-AS1	-0.1923	0.0442
STK25	0.3485	0.0002
STK26	-0.4449	0.0
STK3	-0.044	0.6479
STK32A	0.123	0.2006
STK32B	0.139	0.1474
STK32C	0.3686	0.0001
STK35	-0.0052	0.9572
STK36	-0.4083	0.0
STK38	0.4689	0.0
STK38L	0.0408	0.6718
STK39	0.1642	0.0864
STK4	0.11	0.2528
STK4-AS1	0.0415	0.6669
STK40	0.4891	0.0
STKLD1	-0.3542	0.0001
STMN1	0.2799	0.0031
STMN2	0.0949	0.3238
STMN3	0.2229	0.0192
STMND1	-0.197	0.0392
STOM	0.3231	0.0006
STOML1	0.422	0.0
STOML2	0.2428	0.0106
STON1	0.276	0.0035
STON2	-0.1543	0.1074
STOX1	-0.3003	0.0014
STOX2	-0.3698	0.0001
STPG1	-0.0511	0.5959
STRA13	0.1117	0.2453
STRA6	-0.0549	0.5689
STRADA	-0.0849	0.3779
STRADB	0.0548	0.5694
STRAP	0.2382	0.0122
STRBP	-0.4956	0.0
STRIP1	-0.0671	0.4862
STRIP2	-0.2493	0.0086
STRN	-0.3329	0.0004
STRN3	-0.0486	0.6142
STRN4	0.2675	0.0047
STS	0.299	0.0015
STT3A	-0.1229	0.2008
STT3B	-0.2864	0.0024
STUB1	0.3529	0.0002
STX10	0.3425	0.0003
STX11	0.3705	0.0001
STX12	0.1691	0.0773
STX16	-0.3519	0.0002
STX16-NPEPL1	-0.1742	0.0687
STX17	-0.5082	0.0
STX17-AS1	-0.5439	0.0
STX18	0.2584	0.0064
STX18-AS1	-0.4935	0.0
STX19	-0.3281	0.0005
STX1A	-0.1209	0.2083
STX1B	0.1236	0.1984
STX2	0.461	0.0
STX3	-0.1095	0.2549
STX4	0.5049	0.0
STX5	0.2755	0.0036
STX6	0.1799	0.0601
STX7	0.1624	0.09
STX8	0.3819	0.0
STXBP1	0.2312	0.0151
STXBP2	0.0135	0.8884
STXBP3	-0.2974	0.0016
STXBP4	-0.35	0.0002
STXBP5	-0.1583	0.0986
STXBP5-AS1	0.002	0.9838
STXBP6	0.2219	0.0198
STYK1	-0.2029	0.0335
STYX	-0.1292	0.1784
STYXL1	-0.0463	0.631
SUB1	-0.1003	0.2973
SUCLA2	0.0941	0.3279
SUCLA2-AS1	0.2481	0.009
SUCLG1	0.1859	0.0518
SUCLG2	-0.1052	0.2742
SUCLG2-AS1	-0.2598	0.0061
SUCNR1	0.4345	0.0
SUCO	-0.6374	0.0
SUDS3	-0.5309	0.0
SUDS3P1	-0.4726	0.0
SUFU	-0.2222	0.0196
SUGCT	-0.2725	0.004
SUGP1	0.0812	0.3989
SUGP2	-0.3407	0.0003
SUGT1	-0.1042	0.2787
SUGT1P3	-0.4675	0.0
SULF1	0.2475	0.0091
SULF2	0.5729	0.0
SULT1A1	0.4496	0.0
SULT1A2	0.3994	0.0
SULT1B1	0.4779	0.0
SULT1C2	0.2962	0.0017
SULT1C4	-0.1697	0.0763
SULT2B1	-0.1972	0.039
SUMF1	0.3686	0.0001
SUMF2	0.3152	0.0008
SUMO1	0.1314	0.1712
SUMO1P3	0.1	0.2987
SUMO2	0.0405	0.6742
SUMO2P17	-0.0925	0.3367
SUMO3	0.3475	0.0002
SUN1	-0.0225	0.8159
SUN2	0.2404	0.0114
SUOX	0.0243	0.8012
SUPT16H	-0.3976	0.0
SUPT20H	-0.5484	0.0
SUPT3H	-0.2887	0.0022
SUPT4H1	0.1711	0.0738
SUPT5H	-0.0308	0.7498
SUPT6H	-0.0333	0.73
SUPT7L	0.0456	0.636
SUPV3L1	-0.4236	0.0
SURF1	0.3044	0.0012
SURF2	0.1686	0.0783
SURF4	0.4866	0.0
SURF6	0.0077	0.9366
SUSD1	0.4807	0.0
SUSD2	0.2049	0.0318
SUSD3	-0.0062	0.9488
SUSD4	-0.2282	0.0165
SUSD5	0.2282	0.0165
SUSD6	-0.2316	0.0149
SUV39H1	0.0638	0.5081
SUV39H2	-0.237	0.0127
SUV420H1	-0.6598	0.0
SUV420H2	-0.0222	0.8181
SUZ12	-0.4232	0.0
SUZ12P1	-0.371	0.0001
SV2A	-0.3259	0.0005
SV2B	0.2842	0.0026
SVEP1	0.4101	0.0
SVIL	-0.2	0.0361
SVIL-AS1	0.07	0.4674
SVILP1	0.0512	0.5953
SVIP	-0.4366	0.0
SVOPL	-0.2588	0.0063
SWAP70	0.1989	0.0372
SWI5	0.168	0.0794
SWSAP1	-0.1116	0.2458
SWT1	-0.3789	0.0
SYAP1	-0.0187	0.8464
SYBU	-0.0991	0.3031
SYCE1L	0.079	0.4122
SYCE2	-0.2863	0.0024
SYCE3	-0.1284	0.1811
SYCP2	-0.5383	0.0
SYCP2L	-0.2152	0.0239
SYCP3	-0.4661	0.0
SYDE1	0.5444	0.0
SYDE2	-0.6314	0.0
SYF2	0.0347	0.7189
SYK	0.6588	0.0
SYMPK	0.0103	0.9146
SYN1	0.1756	0.0665
SYN2	0.1586	0.098
SYN3	0.1665	0.0822
SYNC	0.3396	0.0003
SYNCRIP	-0.2945	0.0018
SYNDIG1	0.4438	0.0
SYNE1	0.0889	0.3557
SYNE2	-0.2752	0.0036
SYNE3	0.3859	0.0
SYNE4	-0.2303	0.0155
SYNGAP1	-0.2989	0.0015
SYNGR1	-0.2282	0.0165
SYNGR2	0.3295	0.0004
SYNGR3	0.1807	0.0589
SYNJ1	0.0343	0.7217
SYNJ2	-0.3213	0.0006
SYNJ2BP	-0.086	0.3719
SYNJ2BP-COX16	0.1171	0.2233
SYNM	-0.0428	0.6574
SYNPO	0.5057	0.0
SYNPO2	0.2373	0.0125
SYNRG	-0.4454	0.0
SYP	0.3211	0.0006
SYPL1	-0.1827	0.056
SYPL2	0.3008	0.0014
SYS1	0.1424	0.1379
SYS1-DBNDD2	-0.2759	0.0035
SYT1	-0.1334	0.1648
SYT11	0.5433	0.0
SYT12	-0.0381	0.6925
SYT13	-0.2074	0.0297
SYT15	0.2725	0.004
SYT17	-0.339	0.0003
SYT2	-0.2843	0.0026
SYT6	-0.0089	0.9266
SYT7	-0.2951	0.0018
SYT8	-0.1952	0.0409
SYT9	-0.1752	0.0672
SYTL1	-0.1262	0.1889
SYTL2	-0.2517	0.008
SYTL3	-0.061	0.5269
SYTL4	0.3358	0.0003
SYTL5	-0.4371	0.0
SYVN1	0.3651	0.0001
SZRD1	0.4224	0.0
SZT2	-0.1822	0.0568
TAB1	-0.0708	0.462
TAB2	-0.3389	0.0003
TAB3	-0.3951	0.0
TACC1	0.2805	0.003
TACC2	0.0026	0.9785
TACC3	0.5966	0.0
TACO1	0.3423	0.0003
TACR1	0.4958	0.0
TACR2	0.1818	0.0574
TACSTD2	-0.0747	0.4379
TADA1	-0.5896	0.0
TADA2A	-0.2053	0.0314
TADA2B	-0.4045	0.0
TADA3	0.2813	0.0029
TAF1	-0.2591	0.0063
TAF10	0.4389	0.0
TAF11	-0.1465	0.1267
TAF12	0.3878	0.0
TAF13	0.318	0.0007
TAF15	0.1735	0.0699
TAF1A	-0.2904	0.0021
TAF1A-AS1	-0.2727	0.0039
TAF1B	0.0927	0.3354
TAF1C	0.0933	0.3323
TAF1D	-0.3539	0.0001
TAF2	-0.3148	0.0008
TAF3	-0.1627	0.0895
TAF4	-0.488	0.0
TAF4B	-0.4923	0.0
TAF5	-0.0836	0.3851
TAF5L	-0.1162	0.2266
TAF6	0.1238	0.1975
TAF6L	0.1196	0.2132
TAF7	-0.2779	0.0033
TAF8	0.1396	0.1457
TAF9	0.1471	0.125
TAF9B	-0.2537	0.0075
TAGAP	0.4006	0.0
TAGLN	0.1997	0.0365
TAGLN2	0.6272	0.0
TAGLN2P1	0.3944	0.0
TAL1	0.3747	0.0001
TALDO1	0.4118	0.0
TAMM41	-0.3662	0.0001
TANC1	-0.2894	0.0022
TANC2	-0.3146	0.0008
TANGO2	0.5811	0.0
TANGO6	0.1173	0.2222
TANK	-0.4078	0.0
TAOK1	-0.0807	0.4021
TAOK2	0.4496	0.0
TAOK3	-0.191	0.0457
TAP1	0.6268	0.0
TAP2	0.3673	0.0001
TAPBP	0.3487	0.0002
TAPBPL	0.5519	0.0
TAPT1	-0.4289	0.0
TAPT1-AS1	-0.2665	0.0049
TARBP1	-0.3998	0.0
TARBP2	0.0587	0.5426
TARDBP	0.0111	0.9081
TARS	0.0558	0.5624
TARS2	-0.0467	0.628
TARSL2	-0.3272	0.0005
TAS1R3	0.0004	0.9965
TAS2R14	-0.3942	0.0
TAS2R20	-0.1738	0.0693
TAS2R4	-0.3978	0.0
TAS2R5	-0.4677	0.0
TASP1	-0.2914	0.002
TAT	-0.2933	0.0019
TATDN1	-0.4036	0.0
TATDN2	0.2311	0.0151
TATDN2P2	-0.445	0.0
TATDN3	0.1062	0.2693
TAX1BP1	-0.3085	0.001
TAX1BP3	0.6111	0.0
TAZ	0.4009	0.0
TBC1D1	0.4858	0.0
TBC1D10A	0.2639	0.0053
TBC1D10B	0.3759	0.0001
TBC1D10C	0.2985	0.0015
TBC1D12	0.0086	0.9289
TBC1D13	0.2359	0.0131
TBC1D14	-0.3806	0.0
TBC1D15	-0.1971	0.039
TBC1D16	0.2872	0.0023
TBC1D17	0.0962	0.3172
TBC1D19	-0.2203	0.0208
TBC1D2	0.1445	0.1321
TBC1D20	0.0828	0.3897
TBC1D22A	0.5896	0.0
TBC1D22B	-0.1597	0.0956
TBC1D23	-0.0957	0.3199
TBC1D24	-0.2239	0.0187
TBC1D25	0.129	0.1793
TBC1D2B	0.3622	0.0001
TBC1D30	-0.2414	0.0111
TBC1D31	0.0868	0.3674
TBC1D32	-0.484	0.0
TBC1D3L	0.0364	0.7056
TBC1D4	-0.5093	0.0
TBC1D5	-0.0758	0.4314
TBC1D7	0.0192	0.8426
TBC1D8	-0.205	0.0317
TBC1D8B	-0.2298	0.0157
TBC1D9	-0.3979	0.0
TBC1D9B	0.261	0.0059
TBCA	0.0991	0.3029
TBCAP1	0.1033	0.2829
TBCB	0.4893	0.0
TBCC	0.1364	0.1553
TBCCD1	-0.3343	0.0004
TBCD	0.3756	0.0001
TBCE	-0.0409	0.6714
TBCEL	-0.0543	0.5729
TBCK	-0.1324	0.168
TBK1	-0.1096	0.2542
TBKBP1	0.3207	0.0006
TBL1X	-0.1518	0.1134
TBL1XR1	-0.1567	0.1022
TBL2	0.2632	0.0055
TBL3	0.1715	0.0733
TBP	-0.3785	0.0
TBPL1	-0.1022	0.2879
TBRG1	-0.0319	0.7408
TBRG4	-0.0233	0.8093
TBX1	0.2226	0.0194
TBX15	0.2515	0.008
TBX18	0.0919	0.3396
TBX19	-0.2962	0.0017
TBX2	0.3907	0.0
TBX2-AS1	0.3274	0.0005
TBX21	0.5532	0.0
TBX3	-0.4784	0.0
TBX5	0.3633	0.0001
TBX5-AS1	0.414	0.0
TBX6	-0.0439	0.6489
TBXA2R	0.4662	0.0
TBXAS1	0.8366	0.0
TC2N	-0.3579	0.0001
TCAF1	-0.3176	0.0007
TCAF1P1	-0.2683	0.0046
TCAF2	-0.4565	0.0
TCAIM	-0.1576	0.1001
TCAP	0.182	0.057
TCEA1	-0.2403	0.0114
TCEA1P2	-0.186	0.0517
TCEA2	0.2946	0.0018
TCEA3	-0.2738	0.0038
TCEAL1	-0.0962	0.3173
TCEAL3	0.0974	0.3114
TCEAL4	0.0874	0.3641
TCEAL7	-0.197	0.0391
TCEAL8	0.1484	0.1218
TCEANC	-0.1711	0.0739
TCEANC2	-0.0507	0.5985
TCEB1	0.3375	0.0003
TCEB1P19	-0.3348	0.0004
TCEB2	0.4578	0.0
TCEB3	-0.0472	0.6247
TCEB3-AS1	-0.1144	0.2342
TCERG1	-0.442	0.0
TCF12	-0.2528	0.0077
TCF15	0.3231	0.0006
TCF19	-0.0429	0.6567
TCF20	-0.3951	0.0
TCF25	0.1991	0.037
TCF3	0.054	0.5754
TCF4	0.2578	0.0065
TCF7	-0.1668	0.0816
TCF7L1	0.2411	0.0112
TCF7L2	-0.1352	0.1591
TCFL5	0.196	0.0402
TCHH	0.4363	0.0
TCHP	-0.1277	0.1835
TCIRG1	0.7534	0.0
TCN1	0.0304	0.7527
TCN2	0.6435	0.0
TCOF1	0.2195	0.0212
TCP1	-0.047	0.6261
TCP10L	-0.2119	0.0263
TCP11L1	0.1505	0.1165
TCP11L2	-0.2383	0.0122
TCTA	0.2625	0.0056
TCTE3	-0.3046	0.0012
TCTEX1D1	0.3396	0.0003
TCTEX1D2	0.0162	0.8666
TCTN1	-0.1745	0.0682
TCTN2	-0.2871	0.0024
TCTN3	-0.1113	0.2472
TDG	-0.3372	0.0003
TDO2	0.2994	0.0015
TDP1	-0.436	0.0
TDP2	0.0733	0.4467
TDRD10	0.5049	0.0
TDRD12	-0.0386	0.6889
TDRD3	-0.1638	0.0873
TDRD5	-0.3943	0.0
TDRD6	-0.0246	0.7989
TDRD7	0.2303	0.0155
TDRD9	-0.072	0.4547
TDRKH	-0.1535	0.1094
TDRP	-0.4504	0.0
TEAD1	-0.0951	0.3229
TEAD2	0.3297	0.0004
TEAD3	-0.078	0.4181
TEAD4	0.4734	0.0
TEC	0.0767	0.4257
TECPR1	0.4418	0.0
